##BLOCKS= 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate:,Plate1,1.3,PlateFormat,Endpoint,Absorbance,Raw,FALSE,1,,,,,,3,730 578 434 ,2,7,96,1,6,,,,,,,,,,,,,,,,,,,
,,,0.0389,0.0357,0.0347,0.0373,0.0347,0.0347,0.0353,0.039,0.0351,0.0348,0.0355,,,0.4338,0.3121,0.282,0.2948,0.2935,0.2812,0.302,0.2804,0.2738,0.3985,0.3658,,,0.3636,0.35,0.3116,0.3305,0.3376,0.322,0.3648,0.3431,0.3246,0.3389,0.3074
,,,0.0356,0.037,0.035,0.0353,0.0357,0.0351,0.0359,0.0378,0.0357,0.0376,0.0359,,,0.3826,0.306,0.2872,0.2847,0.2827,0.2744,0.2816,0.2748,0.2933,0.383,0.3569,,,0.3178,0.3416,0.3123,0.3101,0.3219,0.3161,0.3278,0.3232,0.3346,0.3235,0.2959
,,0.0349,0.0355,0.0387,0.041,0.037,0.0381,0.0364,0.0359,,,,,,0.3536,0.3899,0.3536,0.3466,0.3085,0.3067,0.3095,0.2916,,,,,,0.3005,0.3259,0.3101,0.3209,0.3345,0.3507,0.3571,0.3446,,,,
,,0.0347,0.0359,0.0362,0.0349,0.0421,0.037,0.0361,0.0375,,,,,,0.3646,0.3865,0.3829,0.3428,0.321,0.3133,0.307,0.3144,,,,,,0.3118,0.3258,0.3366,0.3176,0.3472,0.3523,0.3528,0.3543,,,,
,,0.0364,0.0353,0.036,0.0358,0.0362,0.0367,0.0369,0.0493,,,,,,0.4128,0.3824,0.3949,0.3407,0.3155,0.3064,0.3527,0.3158,,,,,,0.3476,0.3152,0.3415,0.3106,0.327,0.338,0.3831,0.3669,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original Filename: Plate_2-6-2020; Date Last Saved: 2/6/2020 4:09:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Workflow:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Set Temperature: IsTemperatureControlOn=""True"" MaximumTemperature=""66"" MinimumTemperature=""15"" TemperatureToSet=""25"" WaitTemperatureToRise=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Read: ExperimentNameToRead=""Expt1"" SectionNameToRead=""Plate1"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Read: ExperimentNameToRead=""Expt1"" SectionNameToRead=""Plate2"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

