"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu"
"C","10",0.037,0.0328,0.0347,0.0351,0.3884,0.4156,"C10",0.933908045977011,1.08799232758621,7.71164087691233,8.09149162219381,4.69444650031654,2020-01-21,"Tank10",17.073
"C","11",0.0359,0.0337,0.036,0.0357,0.5127,0.3614,"C11",1.47174447174447,1.62415823341523,7.9006969637912,8.09149162219381,2.35796645799268,2020-01-21,"Tank11",17.01
"C","12",0.0366,0.0323,0.0359,0.0359,0.5204,0.3574,"C12",1.51707014276847,1.66934312290503,7.91388244627617,8.09149162219381,2.19501155300569,2020-01-21,"Tank12",17.082
"D","01",0.036,0.0329,0.035,0.0353,0.4733,0.3544,"D01",1.37800687285223,1.53071178350515,7.87234244488481,8.09149162219381,2.70839033816598,2020-01-21,"Tank13",17.015
"D","02",0.0415,0.039,0.043,0.041,0.4693,0.3438,"D02",1.42980418187853,1.58234821008961,7.88819816645423,8.09149162219381,2.51243485418663,2020-01-21,"Tank14",17.015
"D","03",0.0362,0.0324,0.0352,0.0362,0.4618,0.3381,"D03",1.41762958071971,1.57021142324199,7.8845140226377,8.09149162219381,2.55796593780568,2020-01-21,"Tank15",16.91
"D","04",0.0377,0.0341,0.0364,0.0381,0.5207,0.3714,"D04",1.45307830245069,1.60555004124328,7.89517052031859,8.09149162219381,2.42626589807924,2020-01-21,"Tank16",17.217
"D","05",0.0371,0.0334,0.036,0.037,0.4138,0.392,"D05",1.0685200786296,1.22218625526537,7.76593851168049,8.09149162219381,4.02340045215372,2020-01-21,"Tank17",17.091
"D","06",0.0364,0.0322,0.0343,0.0357,0.4422,0.3822,"D06",1.17814113597246,1.33146682960413,7.8061985436217,8.09149162219381,3.52584037521086,2020-01-21,"Tank18",16.918
"D","07",0.0357,0.0318,0.0339,0.0361,0.4154,0.386,"D07",1.08956497014501,1.24316578134774,7.7739197617688,8.09149162219381,3.92476288987258,2020-01-21,"Tank19",16.955
"D","08",0.0367,0.0331,0.0357,0.0365,0.4353,0.3911,"D08",1.13160854893138,1.2850787727784,7.78949712663766,8.09149162219381,3.73224752192564,2020-01-21,"Tank20",17.029
"E","01",0.0363,0.0334,0.0361,0.0356,0.5059,0.3762,"E01",1.38849765258216,1.54116997887324,7.87559257248794,8.09149162219381,2.66822311369261,2020-01-21,"Tank13",17.015
"E","02",0.0356,0.0318,0.0333,0.0358,0.4696,0.3395,"E02",1.43006535947712,1.58260857647059,7.88827692047147,8.09149162219381,2.511461560004,2020-01-21,"Tank14",17.015
"E","03",0.037,0.033,0.0354,0.0367,0.4928,0.3571,"E03",1.42888198757764,1.58142888012422,7.88791999934307,8.09149162219381,2.51587262714795,2020-01-21,"Tank15",16.91
"E","04",0.0369,0.0336,0.0361,0.036,0.4839,0.3432,"E04",1.46493506493506,1.61736997662338,7.89868757474458,8.09149162219381,2.38279981555435,2020-01-21,"Tank16",17.217
"E","05",0.0365,0.0324,0.0349,0.0357,0.4076,0.3854,"E05",1.07031027611728,1.22397089239966,7.76662237910026,8.09149162219381,4.01494876670801,2020-01-21,"Tank17",17.091
"E","06",0.0377,0.0341,0.0365,0.0367,0.4452,0.3873,"E06",1.17140420693576,1.32475082546902,7.80381413679063,8.09149162219381,3.55530845034959,2020-01-21,"Tank18",16.918
"E","07",0.037,0.0335,0.0375,0.036,0.4191,0.384,"E07",1.11251798561151,1.2660475047482,7.78248328057237,8.09149162219381,3.81892926606856,2020-01-21,"Tank19",16.955
"E","08",0.0405,0.0369,0.0404,0.0401,0.4533,0.4041,"E08",1.1447404559187,1.29816989206262,7.79426614581469,8.09149162219381,3.67330883175949,2020-01-21,"Tank20",17.029
"F","01",0.0381,0.0349,0.0365,0.0377,0.5139,0.3818,"F01",1.3867515186578,1.53942926844084,7.87505299858129,8.09149162219381,2.67489152455976,2020-01-21,"Tank13",17.015
"F","02",0.0367,0.033,0.0359,0.0353,0.5047,0.3617,"F02",1.44590464547677,1.59839866564792,7.89303123518352,8.09149162219381,2.45270459733217,2020-01-21,"Tank14",17.015
"F","03",0.0371,0.0335,0.0362,0.0366,0.5186,0.3749,"F03",1.43160377358491,1.58414221226415,7.88874056734926,8.09149162219381,2.50573150552907,2020-01-21,"Tank15",16.91
"F","04",0.037,0.034,0.0367,0.0362,0.4982,0.3518,"F04",1.47198480531814,1.62439782051282,7.90076774532873,8.09149162219381,2.35709169298226,2020-01-21,"Tank16",17.217
"F","05",0.0376,0.0345,0.037,0.0371,0.4179,0.3852,"F05",1.10094637223975,1.25451183280757,7.77818415576937,8.09149162219381,3.8720606910732,2020-01-21,"Tank17",17.091
"F","06",0.0375,0.0338,0.0361,0.0371,0.4452,0.3839,"F06",1.18265364732912,1.33596532510052,7.80778946199899,8.09149162219381,3.5061787546893,2020-01-21,"Tank18",16.918
"F","07",0.0368,0.033,0.0356,0.0366,0.4337,0.3957,"F07",1.11268387454899,1.26621287843464,7.78254464762694,8.09149162219381,3.81817085145925,2020-01-21,"Tank19",16.955
"F","08",0.0406,0.0372,0.0412,0.0392,0.4454,0.3989,"F08",1.14062935115567,1.29407155639098,7.79277794961,8.09149162219381,3.69170094379742,2020-01-21,"Tank20",17.029
