"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu"
"E","02",0.0352,0.0319,0.0339,0.0352,0.3263,0.2568,"E02",1.32077164647824,1.40297640735756,7.83092196174064,8.09149162219381,3.22029203785456,2020-01-30,"Tank14",17.015
"E","03",0.0335,0.0296,0.0316,0.0339,0.37,0.3155,"E03",1.19929453262787,1.2818612345679,7.78831811267217,8.09149162219381,3.7468185555563,2020-01-30,"Tank15",16.91
"E","04",0.0362,0.0329,0.0362,0.0354,0.386,0.3084,"E04",1.296336996337,1.37861456025641,7.82263210725506,8.09149162219381,3.32274353719045,2020-01-30,"Tank16",17.217
"E","05",0.0354,0.032,0.0346,0.035,0.2891,0.2931,"E05",0.994592506759367,1.07776911838548,7.70725095065541,8.09149162219381,4.74870010968669,2020-01-30,"Tank17",17.091
"E","06",0.0351,0.0317,0.0347,0.0346,0.3048,0.3001,"E06",1.02895825498308,1.11203247386235,7.72181312951675,8.09149162219381,4.5687310812149,2020-01-30,"Tank18",16.918
"E","07",0.0352,0.032,0.0348,0.0354,0.2972,0.3087,"E07",0.968213372305444,1.05146858056266,7.69577470550381,8.09149162219381,4.89053113031229,2020-01-30,"Tank19",16.955
"F","01",0.0344,0.0312,0.0334,0.0351,0.3939,0.3326,"F01",1.21273031825796,1.29525698827471,7.7932088538028,8.09149162219381,3.68637554505851,2020-01-30,"Tank13",17.015
"F","02",0.0362,0.0335,0.0363,0.0362,0.3534,0.2741,"F02",1.34524810765349,1.42737994091674,7.83909460318814,8.09149162219381,3.11928913469287,2020-01-30,"Tank14",17.015
"F","03",0.0354,0.0319,0.0344,0.0358,0.3455,0.2945,"F03",1.20600693107432,1.28855363342318,7.79076736627831,8.09149162219381,3.71654906112316,2020-01-30,"Tank15",16.91
"F","04",0.0348,0.0318,0.0343,0.0346,0.336,0.2673,"F04",1.30531732418525,1.38756813121784,7.8256943570429,8.09149162219381,3.28489823090061,2020-01-30,"Tank16",17.217
"F","05",0.0352,0.0321,0.035,0.035,0.2944,0.2921,"F05",1.02020987174504,1.10331015643218,7.71814647677248,8.09149162219381,4.61404599860553,2020-01-30,"Tank17",17.091
"F","06",0.0346,0.0304,0.0326,0.0347,0.2861,0.2783,"F06",1.04071661237785,1.12375579723127,7.72669907399338,8.09149162219381,4.50834735093663,2020-01-30,"Tank18",16.918
"F","07",0.0419,0.0397,0.0414,0.0412,0.3078,0.3133,"F07",0.986060161408657,1.06926219515774,7.70356806388875,8.09149162219381,4.79421565785279,2020-01-30,"Tank19",16.955
