"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu"
"C","10",0.0339,0.03,0.032,0.0343,0.3845,0.4082,"C10",0.942256519425226,1.09631487067589,7.71518611642193,8.09149162219381,4.65063208790491,2020-01-19,"Tank10",17.073
"C","11",0.0333,0.0294,0.0322,0.0337,0.5104,0.3701,"C11",1.424,1.576562056,7.88644497231857,8.09149162219381,2.53410198575539,2020-01-19,"Tank11",17.01
"C","12",0.0357,0.0325,0.0351,0.0357,0.4712,0.3317,"C12",1.47909642616318,1.63148735266352,7.9028579651979,8.09149162219381,2.33125937470568,2020-01-19,"Tank12",17.082
"D","01",0.0353,0.0314,0.0338,0.0359,0.5072,0.3642,"D01",1.4408732565191,1.59338290418435,7.89152563637776,8.09149162219381,2.47131178221303,2020-01-19,"Tank13",17.015
"D","02",0.0362,0.0331,0.0362,0.035,0.4294,0.3106,"D02",1.44230769230769,1.59481288461538,7.89195531484724,8.09149162219381,2.46600153177287,2020-01-19,"Tank14",17.015
"D","03",0.038,0.0335,0.0371,0.0358,0.4606,0.3266,"D03",1.47171751799794,1.62413136338704,7.9006890249553,8.09149162219381,2.3580645713723,2020-01-19,"Tank15",16.91
"D","04",0.0368,0.0338,0.0368,0.0357,0.4605,0.3342,"D04",1.43316582914573,1.5856994160804,7.88921092384837,8.09149162219381,2.49991852912031,2020-01-19,"Tank16",17.217
"D","05",0.0361,0.0328,0.0357,0.0356,0.4109,0.3733,"D05",1.11978704525288,1.27329398669033,7.78516536756519,8.09149162219381,3.78578226279587,2020-01-19,"Tank17",17.091
"D","06",0.0359,0.032,0.0346,0.0346,0.4274,0.3693,"D06",1.18065476190476,1.33397264821429,7.80708535119881,8.09149162219381,3.51488062120614,2020-01-19,"Tank18",16.918
"D","07",0.0356,0.0323,0.0344,0.0347,0.4049,0.3626,"D07",1.13491340018232,1.28837335916135,7.79070154483228,8.09149162219381,3.71736252604532,2020-01-19,"Tank19",16.955
"D","08",0.0352,0.0321,0.035,0.0346,0.4014,0.3596,"D08",1.13745387453875,1.29090594280443,7.79162545731371,8.09149162219381,3.70594420511557,2020-01-19,"Tank20",17.029
"E","01",0.0348,0.0314,0.034,0.0354,0.5249,0.3767,"E01",1.44080678164279,1.59331663577901,7.89150571568919,8.09149162219381,2.47155797524512,2020-01-19,"Tank13",17.015
"E","02",0.0369,0.0335,0.0361,0.037,0.4523,0.3255,"E02",1.44728655375043,1.59977628171448,7.89344401137166,8.09149162219381,2.4476032364532,2020-01-19,"Tank14",17.015
"E","03",0.0356,0.032,0.0346,0.0355,0.4972,0.3504,"E03",1.47293447293447,1.62534453846154,7.90104734338225,8.09149162219381,2.35363623548961,2020-01-19,"Tank15",16.91
"E","04",0.035,0.0319,0.035,0.0354,0.4812,0.3459,"E04",1.44573268921095,1.59822724347826,7.89297984932808,8.09149162219381,2.45333965768744,2020-01-19,"Tank16",17.217
"E","05",0.034,0.0303,0.0325,0.0348,0.4357,0.3874,"E05",1.14261508048574,1.29605111804575,7.79349731573535,8.09149162219381,3.68281054189198,2020-01-19,"Tank17",17.091
"E","06",0.034,0.0298,0.0322,0.0346,0.4452,0.3798,"E06",1.19538904899135,1.34866117060519,7.81225291968491,8.09149162219381,3.45101639533293,2020-01-19,"Tank18",16.918
"E","07",0.0368,0.0332,0.0362,0.0357,0.4246,0.376,"E07",1.1513640363743,1.30477289967732,7.79665472754188,8.09149162219381,3.6437891604959,2020-01-19,"Tank19",16.955
"E","08",0.0376,0.0334,0.0367,0.0356,0.4258,0.3747,"E08",1.16,1.31338204,7.79975228263406,8.09149162219381,3.60550752792668,2020-01-19,"Tank20",17.029
"F","01",0.0364,0.033,0.0341,0.0372,0.533,0.3794,"F01",1.44905660377358,1.60154083396226,7.89397225649766,8.09149162219381,2.44107483414289,2020-01-19,"Tank13",17.015
"F","02",0.0383,0.0351,0.0377,0.0392,0.4333,0.3108,"F02",1.45958853783982,1.61204005584129,7.89710452533441,8.09149162219381,2.40236418618081,2020-01-19,"Tank14",17.015
"F","03",0.0343,0.0305,0.0334,0.0346,0.5429,0.3771,"F03",1.49126383226558,1.64361696680256,7.90641524655262,8.09149162219381,2.28729614121523,2020-01-19,"Tank15",16.91
"F","04",0.0352,0.0324,0.0348,0.0357,0.5243,0.375,"F04",1.44657050338534,1.59906245540183,7.89323016715794,8.09149162219381,2.450246064546,2020-01-19,"Tank16",17.217
"F","05",0.0351,0.0316,0.0339,0.0349,0.4552,0.4019,"F05",1.15100488864747,1.30441486746334,7.79652549935645,8.09149162219381,3.64538624780023,2020-01-19,"Tank17",17.091
"F","06",0.0345,0.0309,0.0328,0.035,0.4753,0.4034,"F06",1.19940556606323,1.35266521237503,7.81365258287392,8.09149162219381,3.433718432802,2020-01-19,"Tank18",16.918
"F","07",0.0348,0.0313,0.0336,0.0359,0.4464,0.3908,"F07",1.1625947767481,1.31596875737153,7.80067931411425,8.09149162219381,3.59405066034935,2020-01-19,"Tank19",16.955
"F","08",0.0339,0.0298,0.032,0.0342,0.473,0.41,"F08",1.17262377548319,1.32596660603654,7.80424660548759,8.09149162219381,3.5499637164346,2020-01-19,"Tank20",17.029
