date,TempInSitu,mV,pH
2020-03-03T14:43:00Z,28.18,-79.16,7.87
2020-03-03T14:43:00Z,28.18,-79.16,7.87
2020-03-03T14:43:00Z,28.18,-79.16,7.87
2020-03-03T14:43:00Z,28.18,-79.16,7.87
2020-03-03T14:43:00Z,28.18,-79.16,7.87
2020-03-03T14:44:00Z,28.18,-79.16,7.87
2020-03-03T14:44:00Z,28.18,-79.16,7.87
2020-03-03T14:44:00Z,28.18,-79.16,7.87
2020-03-03T14:44:00Z,28.18,-79.16,7.87
2020-03-03T14:44:00Z,28.18,-79.16,7.87
2020-03-03T14:44:00Z,28.18,-79.16,7.87
2020-03-03T14:44:00Z,28.18,-79.16,7.87
2020-03-03T14:44:00Z,28.18,-79.16,7.87
2020-03-03T14:44:00Z,28.18,-79.16,7.87
2020-03-03T14:44:00Z,28.18,-79.16,7.87
2020-03-03T14:44:00Z,28.18,-79.16,7.87
2020-03-03T14:44:00Z,28.16,-79.16,7.87
2020-03-03T14:45:00Z,28.16,-79.16,7.87
2020-03-03T14:45:00Z,28.16,-79.16,7.87
2020-03-03T14:45:00Z,28.16,-79.16,7.87
2020-03-03T14:45:00Z,28.16,-79.17,7.87
2020-03-03T14:45:00Z,28.16,-79.17,7.87
2020-03-03T14:45:00Z,28.16,-79.16,7.87
2020-03-03T14:45:00Z,28.16,-79.16,7.87
2020-03-03T14:45:00Z,28.16,-79.17,7.87
2020-03-03T14:45:00Z,28.16,-79.16,7.87
2020-03-03T14:45:00Z,28.16,-79.16,7.87
2020-03-03T14:45:00Z,28.16,-79.17,7.87
2020-03-03T14:45:00Z,28.16,-79.17,7.87
2020-03-03T14:46:00Z,28.16,-79.16,7.87
2020-03-03T14:46:00Z,28.16,-79.17,7.87
2020-03-03T14:46:00Z,28.16,-79.17,7.87
2020-03-03T14:46:00Z,28.16,-79.17,7.87
2020-03-03T14:46:00Z,28.16,-79.17,7.87
2020-03-03T14:46:00Z,28.16,-79.17,7.87
2020-03-03T14:46:00Z,28.16,-79.17,7.87
2020-03-03T14:46:00Z,28.16,-79.17,7.87
2020-03-03T14:46:00Z,28.16,-79.17,7.87
2020-03-03T14:46:00Z,28.16,-79.17,7.87
2020-03-03T14:46:00Z,28.16,-79.17,7.87
2020-03-03T14:46:00Z,28.16,-79.17,7.87
2020-03-03T14:47:00Z,28.16,-79.17,7.87
2020-03-03T14:47:00Z,28.13,-79.19,7.87
2020-03-03T14:47:00Z,28.13,-79.19,7.87
2020-03-03T14:47:00Z,28.13,-79.19,7.87
2020-03-03T14:47:00Z,28.13,-79.19,7.87
2020-03-03T14:47:00Z,28.13,-79.19,7.87
2020-03-03T14:47:00Z,28.13,-79.19,7.87
2020-03-03T14:47:00Z,28.13,-79.21,7.87
2020-03-03T14:47:00Z,28.13,-79.21,7.87
2020-03-03T14:47:00Z,28.13,-79.21,7.87
2020-03-03T14:47:00Z,28.13,-79.21,7.87
2020-03-03T14:47:00Z,28.13,-79.21,7.87
2020-03-03T14:48:00Z,28.13,-79.21,7.87
2020-03-03T14:48:00Z,28.13,-79.22,7.87
2020-03-03T14:48:00Z,28.13,-79.21,7.87
2020-03-03T14:48:00Z,28.11,-79.22,7.87
2020-03-03T14:48:00Z,28.11,-79.22,7.87
2020-03-03T14:48:00Z,28.11,-79.22,7.87
2020-03-03T14:48:00Z,28.11,-79.22,7.87
2020-03-03T14:48:00Z,28.11,-79.24,7.87
2020-03-03T14:48:00Z,28.11,-79.24,7.87
2020-03-03T14:48:00Z,28.11,-79.24,7.87
2020-03-03T14:48:00Z,28.11,-79.24,7.87
2020-03-03T14:48:00Z,28.11,-79.25,7.87
2020-03-03T14:49:00Z,28.11,-79.25,7.87
2020-03-03T14:49:00Z,28.11,-79.25,7.87
2020-03-03T14:49:00Z,28.11,-79.25,7.87
2020-03-03T14:49:00Z,28.09,-79.25,7.87
2020-03-03T14:49:00Z,28.09,-79.25,7.87
2020-03-03T14:49:00Z,28.09,-79.25,7.87
2020-03-03T14:49:00Z,28.09,-79.27,7.87
2020-03-03T14:49:00Z,28.09,-79.27,7.87
2020-03-03T14:49:00Z,28.09,-79.27,7.87
2020-03-03T14:49:00Z,28.09,-79.27,7.87
2020-03-03T14:49:00Z,28.09,-79.27,7.87
2020-03-03T14:49:00Z,28.09,-79.28,7.87
2020-03-03T14:50:00Z,28.06,-79.28,7.87
2020-03-03T14:50:00Z,28.06,-79.28,7.87
2020-03-03T14:50:00Z,28.06,-79.28,7.87
2020-03-03T14:50:00Z,28.06,-79.28,7.87
2020-03-03T14:50:00Z,28.06,-79.3,7.87
2020-03-03T14:50:00Z,28.06,-79.3,7.87
2020-03-03T14:50:00Z,28.06,-79.3,7.87
2020-03-03T14:50:00Z,28.06,-79.3,7.87
2020-03-03T14:50:00Z,28.06,-79.3,7.87
2020-03-03T14:50:00Z,28.06,-79.3,7.87
2020-03-03T14:50:00Z,28.06,-79.3,7.87
2020-03-03T14:50:00Z,28.04,-79.31,7.87
2020-03-03T14:51:00Z,28.04,-79.31,7.87
2020-03-03T14:51:00Z,28.04,-79.31,7.87
2020-03-03T14:51:00Z,28.04,-79.31,7.87
2020-03-03T14:51:00Z,28.04,-79.31,7.87
2020-03-03T14:51:00Z,28.04,-79.33,7.87
2020-03-03T14:51:00Z,28.04,-79.33,7.87
2020-03-03T14:51:00Z,28.04,-79.33,7.87
2020-03-03T14:51:00Z,28.04,-79.33,7.87
2020-03-03T14:51:00Z,28.04,-79.33,7.87
2020-03-03T14:51:00Z,28.04,-79.33,7.87
2020-03-03T14:51:00Z,28.01,-79.35,7.88
2020-03-03T14:51:00Z,28.01,-79.35,7.88
2020-03-03T14:52:00Z,28.01,-79.35,7.88
2020-03-03T14:52:00Z,28.01,-79.35,7.88
2020-03-03T14:52:00Z,28.01,-79.35,7.88
2020-03-03T14:52:00Z,28.01,-79.36,7.88
2020-03-03T14:52:00Z,28.01,-79.36,7.88
2020-03-03T14:52:00Z,28.01,-79.36,7.88
2020-03-03T14:52:00Z,27.99,-79.36,7.88
2020-03-03T14:52:00Z,27.99,-79.36,7.88
2020-03-03T14:52:00Z,27.99,-79.38,7.88
2020-03-03T14:52:00Z,27.99,-79.38,7.88
2020-03-03T14:52:00Z,27.99,-79.42,7.88
2020-03-03T14:52:00Z,27.99,-79.38,7.88
2020-03-03T14:53:00Z,27.99,-79.38,7.88
2020-03-03T14:53:00Z,27.99,-79.42,7.88
2020-03-03T14:53:00Z,27.99,-79.39,7.88
2020-03-03T14:53:00Z,27.96,-79.39,7.88
2020-03-03T14:53:00Z,27.96,-79.39,7.88
2020-03-03T14:53:00Z,27.96,-79.39,7.88
2020-03-03T14:53:00Z,27.96,-79.39,7.88
2020-03-03T14:53:00Z,27.96,-79.38,7.88
2020-03-03T14:53:00Z,27.96,-79.36,7.88
2020-03-03T14:53:00Z,27.96,-79.42,7.88
2020-03-03T14:53:00Z,27.96,-79.42,7.88
2020-03-03T14:53:00Z,27.96,-79.41,7.88
2020-03-03T14:54:00Z,27.96,-79.41,7.88
2020-03-03T14:54:00Z,27.94,-79.41,7.88
2020-03-03T14:54:00Z,27.94,-79.41,7.88
2020-03-03T14:54:00Z,27.94,-79.41,7.88
2020-03-03T14:54:00Z,27.94,-79.41,7.88
2020-03-03T14:54:00Z,27.94,-79.41,7.88
2020-03-03T14:54:00Z,27.94,-79.42,7.88
2020-03-03T14:54:00Z,27.94,-79.41,7.88
2020-03-03T14:54:00Z,27.94,-79.41,7.88
2020-03-03T14:54:00Z,27.94,-79.42,7.88
2020-03-03T14:54:00Z,27.94,-79.41,7.88
2020-03-03T14:54:00Z,27.94,-79.42,7.88
2020-03-03T14:55:00Z,27.94,-79.41,7.88
2020-03-03T14:55:00Z,27.94,-79.41,7.88
2020-03-03T14:55:00Z,27.94,-79.41,7.88
2020-03-03T14:55:00Z,27.91,-79.41,7.88
2020-03-03T14:55:00Z,27.91,-79.39,7.88
2020-03-03T14:55:00Z,27.91,-79.39,7.88
2020-03-03T14:55:00Z,27.91,-79.39,7.88
2020-03-03T14:55:00Z,27.91,-79.38,7.88
2020-03-03T14:55:00Z,27.91,-79.38,7.88
2020-03-03T14:55:00Z,27.91,-79.38,7.88
2020-03-03T14:55:00Z,27.91,-79.36,7.88
2020-03-03T14:55:00Z,27.91,-79.36,7.88
2020-03-03T14:56:00Z,27.91,-79.36,7.88
2020-03-03T14:56:00Z,27.91,-79.35,7.88
2020-03-03T14:56:00Z,27.91,-79.35,7.88
2020-03-03T14:56:00Z,27.91,-79.35,7.88
2020-03-03T14:56:00Z,27.91,-79.33,7.88
2020-03-03T14:56:00Z,27.91,-79.33,7.88
2020-03-03T14:56:00Z,27.91,-79.33,7.88
2020-03-03T14:56:00Z,27.91,-79.33,7.88
2020-03-03T14:56:00Z,27.91,-79.31,7.87
2020-03-03T14:56:00Z,27.91,-79.33,7.88
2020-03-03T14:56:00Z,27.91,-79.31,7.87
2020-03-03T14:56:00Z,27.91,-79.31,7.87
2020-03-03T14:57:00Z,27.91,-79.31,7.87
2020-03-03T14:57:00Z,27.91,-79.31,7.87
2020-03-03T14:57:00Z,27.91,-79.31,7.87
2020-03-03T14:57:00Z,27.91,-79.3,7.87
2020-03-03T14:57:00Z,27.91,-79.3,7.87
2020-03-03T14:57:00Z,27.91,-79.33,7.88
2020-03-03T14:57:00Z,27.91,-79.3,7.87
2020-03-03T14:57:00Z,27.91,-79.3,7.87
2020-03-03T14:57:00Z,27.91,-79.05,7.87
2020-03-03T14:57:00Z,27.91,-79.3,7.87
2020-03-03T14:57:00Z,27.91,-79.28,7.87
2020-03-03T14:57:00Z,27.94,-79.28,7.87
2020-03-03T14:58:00Z,27.94,-79.3,7.87
2020-03-03T14:58:00Z,27.94,-79.3,7.87
2020-03-03T14:58:00Z,27.94,-79.21,7.87
2020-03-03T14:58:00Z,27.94,-79.28,7.87
2020-03-03T14:58:00Z,27.94,-79.28,7.87
2020-03-03T14:58:00Z,27.94,-79.28,7.87
2020-03-03T14:58:00Z,27.94,-79.28,7.87
2020-03-03T14:58:00Z,27.94,-79.28,7.87
2020-03-03T14:58:00Z,27.94,-79.28,7.87
2020-03-03T14:58:00Z,27.94,-79.3,7.87
2020-03-03T14:58:00Z,27.94,-79.28,7.87
2020-03-03T14:58:00Z,27.94,-79.28,7.87
2020-03-03T14:59:00Z,27.94,-79.28,7.87
2020-03-03T14:59:00Z,27.94,-79.28,7.87
2020-03-03T14:59:00Z,27.94,-79.28,7.87
2020-03-03T14:59:00Z,27.94,-79.28,7.87
2020-03-03T14:59:00Z,27.94,-79.28,7.87
2020-03-03T14:59:00Z,27.94,-79.28,7.87
2020-03-03T14:59:00Z,27.94,-79.3,7.87
2020-03-03T14:59:00Z,27.94,-79.28,7.87
2020-03-03T14:59:00Z,27.94,-79.28,7.87
2020-03-03T14:59:00Z,27.94,-79.42,7.88
2020-03-03T14:59:00Z,27.94,-79.28,7.87
2020-03-03T14:59:00Z,27.94,-79.3,7.87
2020-03-03T15:00:00Z,27.94,-79.3,7.87
2020-03-03T15:00:00Z,27.94,-79.28,7.87
2020-03-03T15:00:00Z,27.94,-79.28,7.87
2020-03-03T15:00:00Z,27.94,-79.28,7.87
2020-03-03T15:00:00Z,27.94,-79.28,7.87
2020-03-03T15:00:00Z,27.94,-79.28,7.87
2020-03-03T15:00:00Z,27.94,-79.27,7.87
2020-03-03T15:00:00Z,27.94,-79.27,7.87
2020-03-03T15:00:00Z,27.94,-79.28,7.87
2020-03-03T15:00:00Z,27.96,-79.3,7.87
2020-03-03T15:00:00Z,27.96,-79.3,7.87
2020-03-03T15:00:00Z,27.96,-79.3,7.87
2020-03-03T15:01:00Z,27.96,-79.31,7.87
2020-03-03T15:01:00Z,27.96,-79.31,7.87
2020-03-03T15:01:00Z,27.96,-79.27,7.87
2020-03-03T15:01:00Z,27.96,-79.27,7.87
2020-03-03T15:01:00Z,27.96,-79.25,7.87
2020-03-03T15:01:00Z,27.96,-79.25,7.87
2020-03-03T15:01:00Z,27.96,-79.25,7.87
2020-03-03T15:01:00Z,27.96,-79.25,7.87
2020-03-03T15:01:00Z,27.96,-79.24,7.87
2020-03-03T15:01:00Z,27.96,-79.25,7.87
2020-03-03T15:01:00Z,27.96,-79.24,7.87
2020-03-03T15:01:00Z,27.96,-79.24,7.87
2020-03-03T15:02:00Z,27.96,-79.24,7.87
2020-03-03T15:02:00Z,27.96,-79.24,7.87
2020-03-03T15:02:00Z,27.96,-79.24,7.87
2020-03-03T15:02:00Z,27.96,-79.24,7.87
2020-03-03T15:02:00Z,27.96,-79.24,7.87
2020-03-03T15:02:00Z,27.96,-79.24,7.87
2020-03-03T15:02:00Z,27.96,-79.24,7.87
2020-03-03T15:02:00Z,27.96,-79.22,7.87
2020-03-03T15:02:00Z,27.96,-79.24,7.87
2020-03-03T15:02:00Z,27.96,-79.24,7.87
2020-03-03T15:02:00Z,27.96,-79.24,7.87
2020-03-03T15:02:00Z,27.96,-79.24,7.87
2020-03-03T15:03:00Z,27.96,-79.24,7.87
2020-03-03T15:03:00Z,27.96,-79.22,7.87
2020-03-03T15:03:00Z,27.96,-79.24,7.87
2020-03-03T15:03:00Z,27.96,-79.22,7.87
2020-03-03T15:03:00Z,27.96,-79.22,7.87
2020-03-03T15:03:00Z,27.96,-79.22,7.87
2020-03-03T15:03:00Z,27.96,-79.22,7.87
2020-03-03T15:03:00Z,27.96,-79.22,7.87
2020-03-03T15:03:00Z,27.96,-79.25,7.87
2020-03-03T15:03:00Z,27.96,-79.24,7.87
2020-03-03T15:03:00Z,27.99,-79.22,7.87
2020-03-03T15:03:00Z,27.99,-79.22,7.87
2020-03-03T15:04:00Z,27.99,-79.22,7.87
2020-03-03T15:04:00Z,27.99,-79.21,7.87
2020-03-03T15:04:00Z,27.99,-79.21,7.87
2020-03-03T15:04:00Z,27.99,-79.21,7.87
2020-03-03T15:04:00Z,27.99,-79.21,7.87
2020-03-03T15:04:00Z,27.99,-79.22,7.87
2020-03-03T15:04:00Z,27.99,-79.21,7.87
2020-03-03T15:04:00Z,27.99,-79.21,7.87
2020-03-03T15:04:00Z,27.99,-79.21,7.87
2020-03-03T15:04:00Z,27.99,-79.21,7.87
2020-03-03T15:04:00Z,27.99,-79.21,7.87
2020-03-03T15:04:00Z,27.99,-79.21,7.87
2020-03-03T15:05:00Z,27.99,-79.21,7.87
2020-03-03T15:05:00Z,27.99,-79.19,7.87
2020-03-03T15:05:00Z,27.99,-79.19,7.87
2020-03-03T15:05:00Z,27.99,-79.19,7.87
2020-03-03T15:05:00Z,27.99,-79.19,7.87
2020-03-03T15:05:00Z,27.99,-79.19,7.87
2020-03-03T15:05:00Z,27.99,-79.17,7.87
2020-03-03T15:05:00Z,27.99,-79.17,7.87
2020-03-03T15:05:00Z,27.99,-79.17,7.87
2020-03-03T15:05:00Z,27.99,-79.17,7.87
2020-03-03T15:05:00Z,27.99,-79.17,7.87
2020-03-03T15:05:00Z,27.99,-79.17,7.87
2020-03-03T15:06:00Z,27.99,-79.17,7.87
2020-03-03T15:06:00Z,27.99,-79.16,7.87
2020-03-03T15:06:00Z,27.99,-79.16,7.87
2020-03-03T15:06:00Z,27.99,-79.16,7.87
2020-03-03T15:06:00Z,27.99,-79.16,7.87
2020-03-03T15:06:00Z,27.99,-79.14,7.87
2020-03-03T15:06:00Z,27.99,-79.14,7.87
2020-03-03T15:06:00Z,27.99,-79.14,7.87
2020-03-03T15:06:00Z,27.99,-79.14,7.87
2020-03-03T15:06:00Z,27.99,-79.14,7.87
2020-03-03T15:06:00Z,27.99,-79.13,7.87
2020-03-03T15:06:00Z,27.99,-79.14,7.87
2020-03-03T15:07:00Z,27.99,-79.13,7.87
2020-03-03T15:07:00Z,27.99,-79.13,7.87
2020-03-03T15:07:00Z,27.99,-79.13,7.87
2020-03-03T15:07:00Z,27.99,-79.13,7.87
2020-03-03T15:07:00Z,27.99,-79.13,7.87
2020-03-03T15:07:00Z,27.99,-79.13,7.87
2020-03-03T15:07:00Z,27.99,-79.13,7.87
2020-03-03T15:07:00Z,27.99,-79.11,7.87
2020-03-03T15:07:00Z,27.99,-79.11,7.87
2020-03-03T15:07:00Z,27.99,-79.11,7.87
2020-03-03T15:07:00Z,27.99,-79.11,7.87
2020-03-03T15:07:00Z,27.99,-79.11,7.87
2020-03-03T15:08:00Z,27.99,-79.11,7.87
2020-03-03T15:08:00Z,27.99,-79.11,7.87
2020-03-03T15:08:00Z,27.99,-79.11,7.87
2020-03-03T15:08:00Z,27.99,-79.1,7.87
2020-03-03T15:08:00Z,27.99,-79.1,7.87
2020-03-03T15:08:00Z,28.01,-79.11,7.87
2020-03-03T15:08:00Z,28.01,-79.1,7.87
2020-03-03T15:08:00Z,28.01,-79.1,7.87
2020-03-03T15:08:00Z,28.01,-79.1,7.87
2020-03-03T15:08:00Z,28.01,-79.1,7.87
2020-03-03T15:08:00Z,28.01,-79.1,7.87
2020-03-03T15:08:00Z,28.01,-79.1,7.87
2020-03-03T15:09:00Z,28.01,-79.1,7.87
2020-03-03T15:09:00Z,28.01,-79.1,7.87
2020-03-03T15:09:00Z,28.01,-79.08,7.87
2020-03-03T15:09:00Z,28.01,-79.08,7.87
2020-03-03T15:09:00Z,28.01,-79.08,7.87
2020-03-03T15:09:00Z,28.01,-79.08,7.87
2020-03-03T15:09:00Z,28.01,-79.08,7.87
2020-03-03T15:09:00Z,28.01,-79.08,7.87
2020-03-03T15:09:00Z,28.01,-79.08,7.87
2020-03-03T15:09:00Z,28.01,-79.06,7.87
2020-03-03T15:09:00Z,28.01,-79.08,7.87
2020-03-03T15:09:00Z,28.01,-79.08,7.87
2020-03-03T15:10:00Z,28.01,-79.06,7.87
2020-03-03T15:10:00Z,28.01,-79.08,7.87
2020-03-03T15:10:00Z,28.01,-79.06,7.87
2020-03-03T15:10:00Z,28.01,-79.06,7.87
2020-03-03T15:10:00Z,28.01,-79.06,7.87
2020-03-03T15:10:00Z,28.01,-79.06,7.87
2020-03-03T15:10:00Z,28.01,-79.06,7.87
2020-03-03T15:10:00Z,28.01,-79.05,7.87
2020-03-03T15:10:00Z,28.01,-79.05,7.87
2020-03-03T15:10:00Z,28.01,-79.05,7.87
2020-03-03T15:10:00Z,28.01,-79.05,7.87
2020-03-03T15:10:00Z,28.01,-79.05,7.87
2020-03-03T15:11:00Z,28.01,-79.05,7.87
2020-03-03T15:11:00Z,28.01,-79.03,7.87
2020-03-03T15:11:00Z,28.01,-79.03,7.87
2020-03-03T15:11:00Z,28.01,-79.03,7.87
2020-03-03T15:11:00Z,28.01,-79.03,7.87
2020-03-03T15:11:00Z,28.01,-79.02,7.87
2020-03-03T15:11:00Z,28.01,-79.02,7.87
2020-03-03T15:11:00Z,28.01,-79.02,7.87
2020-03-03T15:11:00Z,28.01,-79.02,7.87
2020-03-03T15:11:00Z,28.01,-79.02,7.87
2020-03-03T15:11:00Z,28.01,-79,7.87
2020-03-03T15:11:00Z,28.01,-79,7.87
2020-03-03T15:12:00Z,28.01,-79,7.87
2020-03-03T15:12:00Z,28.01,-79,7.87
2020-03-03T15:12:00Z,28.01,-78.99,7.87
2020-03-03T15:12:00Z,28.01,-79,7.87
2020-03-03T15:12:00Z,28.01,-79,7.87
2020-03-03T15:12:00Z,28.01,-79.03,7.87
2020-03-03T15:12:00Z,28.01,-79,7.87
2020-03-03T15:12:00Z,28.01,-79,7.87
2020-03-03T15:12:00Z,28.01,-79,7.87
2020-03-03T15:12:00Z,28.01,-79,7.87
2020-03-03T15:12:00Z,28.01,-79,7.87
2020-03-03T15:12:00Z,28.01,-78.99,7.87
2020-03-03T15:13:00Z,28.01,-78.99,7.87
2020-03-03T15:13:00Z,28.01,-78.99,7.87
2020-03-03T15:13:00Z,28.01,-78.99,7.87
2020-03-03T15:13:00Z,28.01,-78.99,7.87
2020-03-03T15:13:00Z,28.01,-78.99,7.87
2020-03-03T15:13:00Z,28.01,-78.99,7.87
2020-03-03T15:13:00Z,28.01,-78.99,7.87
2020-03-03T15:13:00Z,28.01,-78.99,7.87
2020-03-03T15:13:00Z,28.01,-78.99,7.87
2020-03-03T15:13:00Z,28.01,-78.97,7.87
2020-03-03T15:13:00Z,28.01,-78.97,7.87
2020-03-03T15:13:00Z,28.01,-78.99,7.87
2020-03-03T15:14:00Z,28.01,-78.97,7.87
2020-03-03T15:14:00Z,28.01,-78.97,7.87
2020-03-03T15:14:00Z,28.01,-78.97,7.87
2020-03-03T15:14:00Z,28.01,-78.97,7.87
2020-03-03T15:14:00Z,28.01,-78.96,7.87
2020-03-03T15:14:00Z,28.01,-78.96,7.87
2020-03-03T15:14:00Z,28.01,-78.96,7.87
2020-03-03T15:14:00Z,28.01,-78.96,7.87
2020-03-03T15:14:00Z,28.01,-78.96,7.87
2020-03-03T15:14:00Z,28.01,-78.96,7.87
2020-03-03T15:14:00Z,28.01,-78.94,7.87
2020-03-03T15:14:00Z,28.01,-78.96,7.87
2020-03-03T15:15:00Z,28.04,-78.96,7.87
2020-03-03T15:15:00Z,28.04,-78.94,7.87
2020-03-03T15:15:00Z,28.04,-78.94,7.87
2020-03-03T15:15:00Z,28.04,-78.94,7.87
2020-03-03T15:15:00Z,28.04,-78.94,7.87
2020-03-03T15:15:00Z,28.04,-78.94,7.87
2020-03-03T15:15:00Z,28.04,-78.94,7.87
2020-03-03T15:15:00Z,28.04,-78.92,7.87
2020-03-03T15:15:00Z,28.04,-78.92,7.87
2020-03-03T15:15:00Z,28.04,-78.92,7.87
2020-03-03T15:15:00Z,28.04,-78.92,7.87
2020-03-03T15:15:00Z,28.04,-78.92,7.87
2020-03-03T15:16:00Z,28.04,-78.92,7.87
2020-03-03T15:16:00Z,28.04,-78.91,7.87
2020-03-03T15:16:00Z,28.04,-78.91,7.87
2020-03-03T15:16:00Z,28.04,-78.91,7.87
2020-03-03T15:16:00Z,28.04,-78.91,7.87
2020-03-03T15:16:00Z,28.04,-78.91,7.87
2020-03-03T15:16:00Z,28.04,-78.89,7.87
2020-03-03T15:16:00Z,28.04,-78.89,7.87
2020-03-03T15:16:00Z,28.04,-78.89,7.87
2020-03-03T15:16:00Z,28.04,-78.89,7.87
2020-03-03T15:16:00Z,28.04,-78.89,7.87
2020-03-03T15:16:00Z,28.04,-78.89,7.87
2020-03-03T15:17:00Z,28.06,-78.89,7.87
2020-03-03T15:17:00Z,28.06,-78.88,7.87
2020-03-03T15:17:00Z,28.06,-78.89,7.87
2020-03-03T15:17:00Z,28.06,-78.89,7.87
2020-03-03T15:17:00Z,28.06,-78.88,7.87
2020-03-03T15:17:00Z,28.06,-78.88,7.87
2020-03-03T15:17:00Z,28.06,-78.88,7.87
2020-03-03T15:17:00Z,28.06,-78.88,7.87
2020-03-03T15:17:00Z,28.06,-78.89,7.87
2020-03-03T15:17:00Z,28.06,-78.88,7.87
2020-03-03T15:17:00Z,28.06,-78.88,7.87
2020-03-03T15:17:00Z,28.06,-78.88,7.87
2020-03-03T15:18:00Z,28.06,-78.88,7.87
2020-03-03T15:18:00Z,28.06,-78.88,7.87
2020-03-03T15:18:00Z,28.06,-78.88,7.87
2020-03-03T15:18:00Z,28.06,-78.88,7.87
2020-03-03T15:18:00Z,28.06,-78.88,7.87
2020-03-03T15:18:00Z,28.06,-78.88,7.87
2020-03-03T15:18:00Z,28.06,-78.88,7.87
2020-03-03T15:18:00Z,28.06,-78.88,7.87
2020-03-03T15:18:00Z,28.06,-78.88,7.87
2020-03-03T15:18:00Z,28.06,-78.88,7.87
2020-03-03T15:18:00Z,28.06,-78.88,7.87
2020-03-03T15:18:00Z,28.06,-78.88,7.87
2020-03-03T15:19:00Z,28.06,-78.88,7.87
2020-03-03T15:19:00Z,28.06,-78.88,7.87
2020-03-03T15:19:00Z,28.06,-78.88,7.87
2020-03-03T15:19:00Z,28.06,-78.88,7.87
2020-03-03T15:19:00Z,28.06,-78.88,7.87
2020-03-03T15:19:00Z,28.06,-78.88,7.87
2020-03-03T15:19:00Z,28.06,-78.86,7.87
2020-03-03T15:19:00Z,28.06,-78.86,7.87
2020-03-03T15:19:00Z,28.06,-78.86,7.87
2020-03-03T15:19:00Z,28.06,-78.86,7.87
2020-03-03T15:19:00Z,28.06,-78.86,7.87
2020-03-03T15:19:00Z,28.06,-78.86,7.87
