Temperature,Rows,Well.Location,Column,WL750,WL664,WL647,WL630,WL449,Sample.Name
23.5,E,E12,12,0.208666667,-0.008766667,-0.059733333,0,0.136366667,C3_1
23.5,F,F01,01,0.214366667,-0.008766667,-0.059733333,0,0.058466667,C3_2
23.5,F,F02,02,-0.395333333,-0.008766667,-0.059733333,0,0.010366667,C3_2
23.5,F,F03,03,0.129366667,-0.008766667,-0.017133333,0,0.202366667,C3_2
23.5,F,F04,04,0.283666667,-0.008766667,-0.059733333,0,-0.543033333,L4_1
23.5,F,F05,05,-0.392933333,-0.008766667,-0.059733333,0,-0.054433333,L4_1
23.5,F,F06,06,0.387966667,-0.008766667,-0.059733333,0,-0.115133333,L4_1
23.5,F,F07,07,0.310666667,-0.008766667,0.060466667,0,0.048866667,L4_2
23.5,F,F08,08,0.321866667,-0.008766667,0.131666667,0,-0.051733333,L4_2
23.5,F,F09,09,0.122966667,-0.008766667,-0.059733333,0,-0.545333333,L4_2
23.5,F,F10,10,0.159466667,-0.008766667,-0.059733333,0,-0.539433333,H4_1
23.5,F,F11,11,-0.388533333,-0.008766667,-0.059733333,0,-0.533933333,H4_1
23.5,F,F12,12,0.107166667,-0.008766667,-0.059733333,0,-0.087933333,H4_1
23.5,G,G01,01,0.333966667,-0.008766667,-0.059733333,0,-0.105733333,H4_2
23.5,G,G02,02,0.314366667,-0.008766667,-0.059733333,0,-0.546533333,H4_2
23.5,G,G03,03,0.038666667,-0.008766667,-0.059733333,0,0.019466667,H4_2
23.5,G,G04,04,0.336366667,-0.008766667,-0.059733333,0,-0.265833333,C5_1
23.5,G,G05,05,0.315166667,0.005333333,-0.035133333,0,-0.538433333,C5_1
23.5,G,G06,06,0.150866667,-0.008766667,-0.059733333,0,-0.075633333,C5_1
23.5,G,G07,07,-0.400433333,-0.008766667,-0.014333333,0,-0.175933333,C5_2
23.5,G,G08,08,-0.389833333,-0.008766667,0.034566667,0,-0.509933333,C5_2
23.5,G,G09,09,0.481466667,-0.008766667,-0.059733333,0,-0.536933333,C5_2
23.5,G,G10,10,-0.398233333,-0.008766667,0.087666667,0,-0.075633333,C6_1
23.5,G,G11,11,0.465066667,-0.008766667,-0.059733333,0,-0.474433333,C6_1
23.5,G,G12,12,0.281966667,-0.008766667,-0.059733333,0,0.109066667,C6_1
23.5,H,H01,01,-0.033033333,-0.008766667,-0.059733333,0,0.100366667,C6_2
23.5,H,H02,02,-0.391233333,-0.008766667,-0.059733333,0,-0.073233333,C6_2
23.5,H,H03,03,-0.388833333,0.075633333,-0.037933333,0,0.071166667,C6_2
23.5,H,H04,04,-0.399233333,-0.008766667,-0.059733333,0,-0.532033333,L5_1
23.5,H,H05,05,0.083066667,-0.008766667,-0.059733333,0,-0.020433333,L5_1
23.5,H,H06,06,0.146066667,-0.008766667,-0.059733333,0,-0.513133333,L5_1
23.5,H,H07,07,-0.006433333,-0.008766667,-0.059733333,0,-0.535033333,L5_2
23.5,H,H08,08,0.237266667,-0.008766667,-0.059733333,0,-0.542233333,L5_2
23.5,H,H09,09,0.081466667,-0.008766667,-0.059733333,0,-0.545133333,L5_2
23.5,H,H10,10,-0.397933333,-0.008766667,-0.059733333,0,-0.550233333,H5_1
23.5,H,H11,11,0.369866667,-0.008766667,-0.059733333,0,-0.554233333,H5_1
23.5,H,H12,12,0.192266667,-0.008766667,-0.059733333,0,7.66667e-4,H5_1
