Temperature,Rows,Well.Location,Column,WL750,WL664,WL647,WL630,WL449,Sample.Name
24,C,C02,02,-0.1565,0.017533333,0,0.183666667,0.2505,C8_1
24,C,C03,03,-0.0274,-0.081166667,0.0959,-7.33333e-4,0,C8_1
24,C,C04,04,-0.1845,-0.097066667,0.0322,-0.074433333,0.1947,C8_2
24,C,C05,05,-0.0389,0.212633333,0,-0.074433333,0.2458,C8_2
24,C,C06,06,0.0576,-0.097066667,0,0.079866667,0,C8_2
24,C,C07,07,-0.1509,-0.097066667,0,-0.074433333,0,C10_1
24,C,C08,08,-0.1017,0.176133333,0.006,-0.074433333,0,C10_1
24,C,C09,09,0.0206,0.079133333,0.0195,0.023566667,0,C10_1
24,C,C10,10,0.3163,0.083233333,0,0.093366667,0,C10_2
24,C,C11,11,-0.1499,-0.097066667,0,-0.041733333,0,C10_2
24,C,C12,12,-0.1491,-0.097066667,0,-0.074433333,0,C10_2
24,D,D01,01,0.0779,0.058833333,0,0.157566667,0,L7_1
24,D,D02,02,-0.1364,0.246033333,0,-0.074433333,0,L7_1
24,D,D03,03,-0.011,-0.097066667,0.024,-0.012033333,0,L7_1
24,D,D04,04,-0.1485,-0.097066667,0,0.020066667,0.0997,L7_2
24,D,D05,05,0.1227,-0.094566667,0,0.223966667,0,L7_2
24,D,D06,06,-0.1514,0.247333333,0,0.202666667,0,L7_2
24,D,D07,07,-0.1914,-0.097066667,0.0124,0.122566667,0,H7_1
24,D,D08,08,-0.1583,-0.097066667,0,0.310366667,0,H7_1
24,D,D09,09,-0.0652,-0.097066667,0,0.052766667,0,H7_1
24,D,D10,10,-0.1914,-0.021366667,0,0.100766667,0,H7_2
24,D,D11,11,-0.1471,-0.097066667,0,-0.074433333,0,H7_2
24,D,D12,12,0.1597,-0.097066667,0,0.012966667,0,H7_2
24,E,E01,01,-0.1437,-0.052766667,0,-0.058133333,0.0135,H9_1
24,E,E02,02,0.0916,-0.097066667,0,-0.074433333,0.0616,H9_1
24,E,E03,03,-0.0842,-0.097066667,0,0.166066667,0,H9_1
24,E,E04,04,0.0722,-0.097066667,0.107,-0.074433333,0,C9_2
24,E,E05,05,-0.1557,0.246933333,0,-0.074433333,0,C9_2
24,E,E06,06,-0.1588,-0.097066667,0,0.203666667,0,C9_2
24,E,E07,07,-0.1432,0.121933333,0,-0.074433333,0,H8_1
24,E,E08,08,-0.1914,0.147733333,0,-0.074433333,0,H8_1
24,E,E09,09,-0.1566,-0.029466667,0,-0.042133333,0,H8_1
24,E,E10,10,-0.1587,-0.023266667,0.1204,-0.074433333,0.1571,H8_2
24,E,E11,11,-0.1914,-0.097066667,0,0.056666667,0,H8_2
24,E,E12,12,-0.1558,-0.097066667,0,-0.074433333,0.2065,H8_2
24,F,F01,01,-0.1914,-0.097066667,0,-0.074433333,0,C12_1
24,F,F02,02,-0.1097,-0.097066667,0,-0.074433333,0,C12_1
24,F,F03,03,-0.141,-0.097066667,0,0.005466667,0,C12_1
24,F,F04,04,-0.0819,0.351633333,0,-0.074433333,0,C12_2
24,F,F05,05,-0.1472,0.135033333,0,-0.002433333,0,C12_2
24,F,F06,06,0.3861,-0.097066667,0,0.028966667,0,C12_2
24,F,F07,07,-0.1914,-0.070366667,0,-0.074433333,0,L8_1
24,F,F08,08,0.0302,0.036733333,0,-0.074433333,0,L8_1
24,F,F09,09,-0.1413,-0.097066667,0,-0.042033333,0.1383,L8_1
24,F,F10,10,-0.1914,-0.052866667,0,-0.065033333,0.168,L8_2
24,F,F11,11,-0.1416,-0.097066667,0,-0.009133333,0.1952,L8_2
24,F,F12,12,0.152,-0.097066667,0,-0.074433333,0,L8_2
24,G,G01,01,-0.1387,-0.097066667,0,-0.074433333,0,H10_1
24,G,G02,02,0.0277,-0.091166667,0,-0.074433333,0,H10_1
24,G,G03,03,-0.1423,-0.097066667,0,-0.074433333,0,H10_1
24,G,G04,04,-0.1914,-0.097066667,0,-0.074433333,0,H10_2
24,G,G05,05,-0.1454,-0.047666667,0,-0.074433333,0,H10_2
24,G,G06,06,-0.1454,-0.097066667,0,-0.074433333,0,H10_2
24,G,G07,07,-0.0899,-0.097066667,0,-0.007133333,0.0679,C11_1
24,G,G08,08,-0.1902,-0.052966667,0,-0.013033333,0.0433,C11_1
24,G,G09,09,0.1887,-0.097066667,0,0.133566667,0.0272,C11_1
24,G,G10,10,-0.1423,-0.097066667,0,-0.074433333,0,C11_2
24,G,G11,11,-0.1824,0.018633333,0,-0.074433333,0,C11_2
24,G,G12,12,-0.1403,-0.049266667,0,0.143366667,0,C11_2
24,H,H01,01,-0.1595,-0.097066667,0,-0.074433333,0,C9_1
24,H,H02,02,-0.1547,0.221633333,0,-0.074433333,0,C9_1
24,H,H03,03,-0.1569,-0.097066667,0,-0.074433333,0,C9_1
24,H,H04,04,-0.1451,0.042733333,0,0.086566667,0,H9_2
24,H,H05,05,0.0982,-0.097066667,0,-0.074433333,0,H9_2
24,H,H06,06,-0.1623,-0.097066667,0,-0.074433333,0,H9_2
24,H,H07,07,-0.1507,-0.097066667,0,-0.005033333,0,L9_1
24,H,H08,08,-0.0842,-0.097066667,0,-0.074433333,0,L9_1
24,H,H09,09,-0.152,-0.097066667,0.1399,-0.074433333,0,L9_1
24,H,H10,10,-0.1914,-0.085466667,0,0.328266667,0,L9_2
24,H,H11,11,-0.0862,-0.097066667,0,-0.074433333,0,L9_2
24,H,H12,12,-0.1914,-0.097066667,0,0.278566667,0.0636,L9_2
